Id,activity_date,total_steps,calories,very_active_minutes,fairly_active_minutes,lightly_active_minutes,sedentary_minutes,activity_level,activity_intensity_segment,day_type,total_minutes_asleep,total_time_in_bed,sleep_efficiency,sleep_segment
2026352035,07-05-2016,4193,1491,0,0,229,665,Low Activity,Low Very-Active,Weekend,511,521,98.1,More than 8 Hours
2026352035,08-05-2016,5528,1555,0,0,258,610,Moderate Activity,Low Very-Active,Weekend,541,568,95.2,More than 8 Hours
2026352035,09-05-2016,10685,1869,0,0,401,543,High Activity,Low Very-Active,Weekday,531,556,95.5,More than 8 Hours
2026352035,10-05-2016,254,1141,0,0,17,1002,Low Activity,Low Very-Active,Weekday,357,380,93.9,Less than 6 Hours
2026352035,11-05-2016,8580,1698,0,0,330,569,Moderate Activity,Low Very-Active,Weekday,523,553,94.6,More than 8 Hours
2026352035,12-05-2016,8891,1364,0,0,343,330,Moderate Activity,Low Very-Active,Weekday,456,485,94,6-8 Hours
2320127002,12-04-2016,10725,2124,13,9,306,1112,High Activity,Moderate Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
2320127002,13-04-2016,7275,2003,0,0,335,1105,Moderate Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
2320127002,14-04-2016,3973,1696,0,0,191,1249,Low Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
2320127002,15-04-2016,5205,1801,0,0,245,1195,Moderate Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
2320127002,16-04-2016,5057,1724,0,0,195,1245,Moderate Activity,Low Very-Active,Weekend,NULL,NULL,NULL,More than 8 Hours
2320127002,17-04-2016,6198,1852,0,0,249,1191,Moderate Activity,Low Very-Active,Weekend,NULL,NULL,NULL,More than 8 Hours
2320127002,18-04-2016,6559,1905,0,7,260,1173,Moderate Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
2320127002,19-04-2016,5997,1811,0,11,228,1201,Moderate Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
2320127002,20-04-2016,7192,1922,0,11,283,1146,Moderate Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
2320127002,21-04-2016,3404,1610,1,10,127,1302,Low Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
2320127002,22-04-2016,5583,1851,0,0,266,1174,Moderate Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
2320127002,23-04-2016,5079,1804,0,0,242,1129,Moderate Activity,Low Very-Active,Weekend,61,69,88.4,Less than 6 Hours
2320127002,24-04-2016,4165,1725,0,0,204,1236,Low Activity,Low Very-Active,Weekend,NULL,NULL,NULL,More than 8 Hours
2320127002,25-04-2016,3588,1654,3,5,152,1280,Low Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
2320127002,26-04-2016,3409,1632,0,0,147,1293,Low Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
2320127002,27-04-2016,1715,1481,0,0,82,1358,Low Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
2320127002,28-04-2016,1532,1473,0,0,76,1364,Low Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
2320127002,29-04-2016,924,1410,0,0,45,1395,Low Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
2320127002,30-04-2016,4571,1779,0,0,234,1206,Low Activity,Low Very-Active,Weekend,NULL,NULL,NULL,More than 8 Hours
2320127002,01-05-2016,772,1403,0,0,40,1400,Low Activity,Low Very-Active,Weekend,NULL,NULL,NULL,More than 8 Hours
2320127002,02-05-2016,3634,1613,5,6,123,1306,Low Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
2320127002,03-05-2016,7443,1878,20,10,206,1204,Moderate Activity,Moderate Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
2320127002,04-05-2016,1201,1426,0,0,52,1388,Low Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
2320127002,05-05-2016,5202,1780,0,11,223,1206,Moderate Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
2320127002,06-05-2016,4878,1742,0,0,204,1236,Low Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
2320127002,07-05-2016,7379,1972,0,0,319,1121,Moderate Activity,Low Very-Active,Weekend,NULL,NULL,NULL,More than 8 Hours
2320127002,08-05-2016,5161,1821,0,0,247,1193,Moderate Activity,Low Very-Active,Weekend,NULL,NULL,NULL,More than 8 Hours
2320127002,09-05-2016,3090,1630,0,0,145,1295,Low Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
2320127002,10-05-2016,6227,1899,0,0,290,1150,Moderate Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
2320127002,11-05-2016,6424,1903,0,0,300,1140,Moderate Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
2320127002,12-05-2016,2661,1125,0,0,128,830,Low Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
2347167796,12-04-2016,10113,2344,28,13,320,964,High Activity,Moderate Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
2347167796,13-04-2016,10352,2038,19,32,195,676,High Activity,Moderate Very-Active,Weekday,467,531,87.9,6-8 Hours
2347167796,14-04-2016,10129,2010,1,48,206,705,High Activity,Low Very-Active,Weekday,445,489,91,6-8 Hours
2347167796,15-04-2016,10465,2133,1,24,284,720,High Activity,Low Very-Active,Weekday,452,504,89.7,6-8 Hours
2347167796,16-04-2016,22244,2670,66,72,268,968,High Activity,High Very-Active,Weekend,NULL,NULL,NULL,More than 8 Hours
2347167796,17-04-2016,5472,1882,1,7,249,508,Moderate Activity,Low Very-Active,Weekend,556,602,92.4,More than 8 Hours
2347167796,18-04-2016,8247,1944,11,16,206,678,Moderate Activity,Moderate Very-Active,Weekday,500,557,89.8,More than 8 Hours
2347167796,19-04-2016,6711,2346,0,7,382,648,Moderate Activity,Low Very-Active,Weekday,465,514,90.5,6-8 Hours
2347167796,20-04-2016,10999,2198,11,43,269,1011,High Activity,Moderate Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
2347167796,21-04-2016,10080,2048,23,26,208,761,High Activity,Moderate Very-Active,Weekday,460,484,95,6-8 Hours
2347167796,22-04-2016,7804,1946,9,27,206,781,Moderate Activity,Low Very-Active,Weekday,405,461,87.9,6-8 Hours
2347167796,23-04-2016,16901,2629,32,35,360,591,High Activity,High Very-Active,Weekend,374,386,96.9,6-8 Hours
2347167796,24-04-2016,9471,2187,0,0,360,584,Moderate Activity,Low Very-Active,Weekend,442,459,96.3,6-8 Hours
2347167796,25-04-2016,9482,2095,15,11,277,653,Moderate Activity,Moderate Very-Active,Weekday,433,471,91.9,6-8 Hours
2347167796,26-04-2016,5980,1861,0,0,227,732,Moderate Activity,Low Very-Active,Weekday,436,490,89,6-8 Hours
2347167796,27-04-2016,11423,2194,26,9,295,623,High Activity,Moderate Very-Active,Weekday,448,499,89.8,6-8 Hours
2347167796,28-04-2016,5439,1854,0,0,229,764,Moderate Activity,Low Very-Active,Weekday,408,450,90.7,6-8 Hours
2347167796,29-04-2016,42,403,0,0,4,2,Low Activity,Low Very-Active,Weekday,411,473,86.9,6-8 Hours
2873212765,12-04-2016,8796,1982,2,21,356,1061,Moderate Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
2873212765,13-04-2016,7618,2004,0,8,404,1028,Moderate Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
2873212765,14-04-2016,7910,1893,0,0,331,1109,Moderate Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
2873212765,15-04-2016,8482,2063,0,0,448,992,Moderate Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
2873212765,16-04-2016,9685,2148,47,1,305,1087,Moderate Activity,High Very-Active,Weekend,NULL,NULL,NULL,More than 8 Hours
2873212765,17-04-2016,2524,1529,0,8,160,1272,Low Activity,Low Very-Active,Weekend,NULL,NULL,NULL,More than 8 Hours
2873212765,18-04-2016,7762,1890,1,6,311,1122,Moderate Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
2873212765,19-04-2016,7948,1956,0,0,389,1051,Moderate Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
2873212765,20-04-2016,9202,2094,22,5,378,1035,Moderate Activity,Moderate Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
2873212765,21-04-2016,8859,1970,2,10,371,1057,Moderate Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
2873212765,22-04-2016,7286,2241,46,0,366,1028,Moderate Activity,High Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
2873212765,23-04-2016,9317,2021,28,5,330,1077,Moderate Activity,Moderate Very-Active,Weekend,NULL,NULL,NULL,More than 8 Hours
2873212765,24-04-2016,6873,1898,46,1,190,1203,Moderate Activity,High Very-Active,Weekend,NULL,NULL,NULL,More than 8 Hours
2873212765,25-04-2016,7373,1907,0,0,359,1081,Moderate Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
2873212765,26-04-2016,8242,1882,2,5,309,1124,Moderate Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
2873212765,27-04-2016,3516,1966,46,0,197,1197,Low Activity,High Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
2873212765,28-04-2016,7913,1835,28,7,213,1192,Moderate Activity,Moderate Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
2873212765,29-04-2016,7365,1780,20,23,206,1191,Moderate Activity,Moderate Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
2873212765,30-04-2016,8452,1830,5,20,248,1167,Moderate Activity,Low Very-Active,Weekend,NULL,NULL,NULL,More than 8 Hours
2873212765,01-05-2016,7399,1739,7,18,196,1219,Moderate Activity,Low Very-Active,Weekend,NULL,NULL,NULL,More than 8 Hours
2873212765,02-05-2016,7525,1878,0,7,334,1099,Moderate Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
2873212765,03-05-2016,7412,1906,1,6,363,1070,Moderate Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
2873212765,04-05-2016,8278,2015,0,0,420,1020,Moderate Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
2873212765,05-05-2016,8314,1971,13,23,311,1093,Moderate Activity,Moderate Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
2873212765,06-05-2016,7063,1910,0,5,370,1065,Moderate Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
2873212765,07-05-2016,4940,1897,75,11,52,1302,Low Activity,High Very-Active,Weekend,NULL,NULL,NULL,More than 8 Hours
2873212765,08-05-2016,8168,2096,46,0,326,1068,Moderate Activity,High Very-Active,Weekend,NULL,NULL,NULL,More than 8 Hours
2873212765,09-05-2016,7726,1906,0,0,345,1095,Moderate Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
2873212765,10-05-2016,8275,1962,0,0,373,1067,Moderate Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
2873212765,11-05-2016,6440,1826,0,0,319,1121,Moderate Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
2873212765,12-05-2016,7566,1431,0,0,268,720,Moderate Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
3372868164,12-04-2016,4747,1788,0,0,280,1160,Low Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
3372868164,13-04-2016,9715,2093,16,8,371,1045,Moderate Activity,Moderate Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
3372868164,14-04-2016,8844,2065,6,25,370,1039,Moderate Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
3372868164,15-04-2016,7451,1908,0,0,335,1105,Moderate Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
3372868164,16-04-2016,6905,1908,0,0,356,1084,Moderate Activity,Low Very-Active,Weekend,NULL,NULL,NULL,More than 8 Hours
3372868164,17-04-2016,8199,1964,11,2,322,1105,Moderate Activity,Moderate Very-Active,Weekend,NULL,NULL,NULL,More than 8 Hours
3372868164,18-04-2016,6798,2014,20,7,343,1070,Moderate Activity,Moderate Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
3372868164,19-04-2016,7711,1985,0,0,376,1064,Moderate Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
3372868164,20-04-2016,4880,1867,15,3,274,1148,Low Activity,Moderate Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
3372868164,21-04-2016,8857,2124,18,9,376,1037,Moderate Activity,Moderate Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
3372868164,22-04-2016,3843,1669,0,0,206,1234,Low Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
3372868164,23-04-2016,7396,1995,20,2,303,1115,Moderate Activity,Moderate Very-Active,Weekend,NULL,NULL,NULL,More than 8 Hours
3372868164,24-04-2016,6731,1921,14,7,292,1127,Moderate Activity,Moderate Very-Active,Weekend,NULL,NULL,NULL,More than 8 Hours
3372868164,25-04-2016,5995,2010,0,0,416,1024,Moderate Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
3372868164,26-04-2016,8283,2057,22,2,333,1083,Moderate Activity,Moderate Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
3372868164,27-04-2016,7904,2095,24,13,346,1057,Moderate Activity,Moderate Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
3372868164,28-04-2016,5512,1972,0,0,385,1055,Moderate Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
3372868164,29-04-2016,9135,2044,0,0,402,1038,Moderate Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
3372868164,30-04-2016,5250,1946,17,4,300,1119,Moderate Activity,Moderate Very-Active,Weekend,NULL,NULL,NULL,More than 8 Hours
3372868164,01-05-2016,3077,1237,0,0,172,842,Low Activity,Low Very-Active,Weekend,NULL,NULL,NULL,More than 8 Hours
3977333714,12-04-2016,8856,1450,44,19,131,777,Moderate Activity,High Very-Active,Weekday,274,469,58.4,Less than 6 Hours
3977333714,13-04-2016,10035,1495,31,46,153,754,High Activity,High Very-Active,Weekday,295,456,64.7,Less than 6 Hours
3977333714,14-04-2016,7641,1433,5,23,214,801,Moderate Activity,Low Very-Active,Weekday,291,397,73.3,Less than 6 Hours
3977333714,15-04-2016,9010,1468,15,42,183,644,Moderate Activity,Moderate Very-Active,Weekday,424,556,76.3,6-8 Hours
3977333714,16-04-2016,13459,1625,31,83,153,663,High Activity,High Very-Active,Weekend,283,510,55.5,Less than 6 Hours
3977333714,17-04-2016,10415,1529,11,58,205,600,High Activity,Moderate Very-Active,Weekend,381,566,67.3,6-8 Hours
3977333714,18-04-2016,11663,1584,4,95,214,605,High Activity,Low Very-Active,Weekday,412,522,78.9,6-8 Hours
3977333714,19-04-2016,12414,1638,19,67,221,738,High Activity,Moderate Very-Active,Weekday,219,395,55.4,Less than 6 Hours
3977333714,20-04-2016,11658,1554,2,98,164,845,High Activity,Low Very-Active,Weekday,152,305,49.8,Less than 6 Hours
3977333714,21-04-2016,6093,1397,0,0,242,712,Moderate Activity,Low Very-Active,Weekday,332,512,64.8,Less than 6 Hours
3977333714,22-04-2016,8911,1481,33,12,188,731,Moderate Activity,High Very-Active,Weekday,355,476,74.6,Less than 6 Hours
3977333714,23-04-2016,12058,1638,0,92,252,724,High Activity,Low Very-Active,Weekend,235,372,63.2,Less than 6 Hours
3977333714,24-04-2016,14112,1655,30,95,129,660,High Activity,High Very-Active,Weekend,310,526,58.9,Less than 6 Hours
3977333714,25-04-2016,11177,1570,50,9,133,781,High Activity,High Very-Active,Weekday,262,467,56.1,Less than 6 Hours
3977333714,26-04-2016,11388,1551,7,95,170,797,High Activity,Low Very-Active,Weekday,250,371,67.4,Less than 6 Hours
3977333714,27-04-2016,7193,1377,0,10,176,714,Moderate Activity,Low Very-Active,Weekday,349,540,64.6,Less than 6 Hours
3977333714,28-04-2016,7114,1407,15,8,190,804,Moderate Activity,Moderate Very-Active,Weekday,261,423,61.7,Less than 6 Hours
3977333714,29-04-2016,10645,1545,36,32,150,744,High Activity,High Very-Active,Weekday,333,478,69.7,Less than 6 Hours
3977333714,30-04-2016,13238,1650,43,52,194,687,High Activity,High Very-Active,Weekend,237,382,62,Less than 6 Hours
3977333714,01-05-2016,10414,1501,41,40,124,691,High Activity,High Very-Active,Weekend,383,626,61.2,6-8 Hours
3977333714,02-05-2016,16520,1760,24,143,176,713,High Activity,Moderate Very-Active,Weekday,230,384,59.9,Less than 6 Hours
3977333714,03-05-2016,14335,1710,47,41,258,594,High Activity,High Very-Active,Weekday,292,500,58.4,Less than 6 Hours
3977333714,04-05-2016,13559,1628,14,96,142,852,High Activity,Moderate Very-Active,Weekday,213,336,63.4,Less than 6 Hours
3977333714,05-05-2016,12312,1618,14,88,178,680,High Activity,Moderate Very-Active,Weekday,318,480,66.3,Less than 6 Hours
3977333714,06-05-2016,11677,1590,29,55,168,676,High Activity,Moderate Very-Active,Weekday,323,512,63.1,Less than 6 Hours
3977333714,07-05-2016,11550,1574,0,86,208,703,High Activity,Low Very-Active,Weekend,237,443,53.5,Less than 6 Hours
3977333714,08-05-2016,13585,1633,9,116,171,688,High Activity,Low Very-Active,Weekend,259,456,56.8,Less than 6 Hours
3977333714,09-05-2016,14687,1667,8,122,151,1159,High Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
3977333714,10-05-2016,13072,1630,1,115,196,676,High Activity,Low Very-Active,Weekday,312,452,69,Less than 6 Hours
3977333714,11-05-2016,746,52,4,0,9,13,Low Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
4020332650,12-04-2016,8539,3654,4,15,331,712,Moderate Activity,Low Very-Active,Weekday,501,541,92.6,More than 8 Hours
4020332650,13-04-2016,0,1981,0,0,0,1440,Low Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
4020332650,14-04-2016,108,2011,0,0,3,1437,Low Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
4020332650,15-04-2016,1882,2951,36,18,87,1299,Low Activity,High Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
4020332650,16-04-2016,1982,3051,65,21,55,1222,Low Activity,High Very-Active,Weekend,77,77,100,Less than 6 Hours
4020332650,17-04-2016,16,1990,0,0,2,1438,Low Activity,Low Very-Active,Weekend,NULL,NULL,NULL,More than 8 Hours
4020332650,18-04-2016,62,1995,0,0,2,1438,Low Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
4020332650,19-04-2016,0,1980,0,0,0,1440,Low Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
4020332650,20-04-2016,0,1980,0,0,0,1440,Low Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
4020332650,21-04-2016,0,1980,0,0,0,1440,Low Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
4020332650,22-04-2016,0,1980,0,0,0,1440,Low Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
4020332650,23-04-2016,0,1980,0,0,0,1440,Low Activity,Low Very-Active,Weekend,NULL,NULL,NULL,More than 8 Hours
4020332650,24-04-2016,0,1980,0,0,0,1440,Low Activity,Low Very-Active,Weekend,NULL,NULL,NULL,More than 8 Hours
4020332650,25-04-2016,0,1980,0,0,0,1440,Low Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
4020332650,26-04-2016,0,1980,0,0,0,1440,Low Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
4020332650,27-04-2016,0,1980,0,0,0,1440,Low Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
4020332650,28-04-2016,0,1980,0,0,0,1440,Low Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
4020332650,29-04-2016,0,1980,0,0,0,1440,Low Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
4020332650,30-04-2016,0,1980,0,0,0,1440,Low Activity,Low Very-Active,Weekend,NULL,NULL,NULL,More than 8 Hours
4020332650,01-05-2016,0,1980,0,0,0,1440,Low Activity,Low Very-Active,Weekend,NULL,NULL,NULL,More than 8 Hours
4020332650,02-05-2016,475,2207,0,11,31,1350,Low Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
4020332650,03-05-2016,4496,2828,0,0,174,950,Low Activity,Low Very-Active,Weekday,322,332,97,Less than 6 Hours
4020332650,04-05-2016,10252,3879,13,46,346,531,High Activity,Moderate Very-Active,Weekday,478,536,89.2,6-8 Hours
4020332650,05-05-2016,11728,3429,38,42,196,916,High Activity,High Very-Active,Weekday,226,248,91.1,Less than 6 Hours
4020332650,06-05-2016,4369,2704,0,0,177,855,Low Activity,Low Very-Active,Weekday,385,408,94.4,6-8 Hours
4020332650,07-05-2016,6132,2975,0,0,184,1256,Moderate Activity,Low Very-Active,Weekend,NULL,NULL,NULL,More than 8 Hours
4020332650,08-05-2016,5862,3089,0,0,263,775,Moderate Activity,Low Very-Active,Weekend,364,402,90.5,6-8 Hours
4020332650,09-05-2016,4556,2785,3,5,173,1225,Low Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
4020332650,10-05-2016,5546,2926,0,0,206,774,Moderate Activity,Low Very-Active,Weekday,442,494,89.5,6-8 Hours
4020332650,11-05-2016,3689,2645,2,8,134,1296,Low Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
4020332650,12-05-2016,590,1120,0,0,21,721,Low Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
4057192912,12-04-2016,5394,2286,0,0,164,1276,Moderate Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
4057192912,13-04-2016,5974,2306,0,0,160,1280,Moderate Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
4057192912,14-04-2016,0,1776,0,0,0,1440,Low Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
4057192912,15-04-2016,3984,1527,3,6,88,873,Low Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
4319703577,12-04-2016,7753,2115,0,0,0,1440,Moderate Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
4319703577,13-04-2016,8204,2135,8,15,96,1234,Moderate Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
4319703577,14-04-2016,10210,2302,1,9,339,589,High Activity,Low Very-Active,Weekday,535,557,96.1,More than 8 Hours
4319703577,15-04-2016,5664,1985,0,0,228,752,Moderate Activity,Low Very-Active,Weekday,465,491,94.7,6-8 Hours
4319703577,16-04-2016,4744,1884,0,0,194,724,Low Activity,Low Very-Active,Weekend,506,522,96.9,More than 8 Hours
4319703577,17-04-2016,29,1464,0,0,3,1363,Low Activity,Low Very-Active,Weekend,NULL,NULL,NULL,More than 8 Hours
4319703577,18-04-2016,2276,1632,1,9,58,824,Low Activity,Low Very-Active,Weekday,515,551,93.5,More than 8 Hours
4319703577,19-04-2016,8925,2200,0,0,311,604,Moderate Activity,Low Very-Active,Weekday,461,498,92.6,6-8 Hours
4319703577,20-04-2016,8954,2220,0,18,306,671,Moderate Activity,Low Very-Active,Weekday,523,543,96.3,More than 8 Hours
4319703577,21-04-2016,3702,1792,0,0,34,1265,Low Activity,Low Very-Active,Weekday,59,65,90.8,Less than 6 Hours
4319703577,22-04-2016,4500,1886,1,19,176,709,Low Activity,Low Very-Active,Weekday,533,550,96.9,More than 8 Hours
4319703577,23-04-2016,4935,1945,0,0,233,546,Low Activity,Low Very-Active,Weekend,692,722,95.8,More than 8 Hours
4319703577,24-04-2016,4081,1880,1,5,191,692,Low Activity,Low Very-Active,Weekend,467,501,93.2,6-8 Hours
4319703577,25-04-2016,9259,2314,0,8,390,544,Moderate Activity,Low Very-Active,Weekday,488,506,96.4,More than 8 Hours
4319703577,26-04-2016,9899,2236,8,21,288,649,Moderate Activity,Low Very-Active,Weekday,505,516,97.9,More than 8 Hours
4319703577,27-04-2016,10780,2324,6,47,300,680,High Activity,Low Very-Active,Weekday,286,307,93.2,Less than 6 Hours
4319703577,28-04-2016,10817,2367,13,8,359,552,High Activity,Moderate Very-Active,Weekday,497,522,95.2,More than 8 Hours
4319703577,29-04-2016,7990,2175,6,18,289,624,Moderate Activity,Low Very-Active,Weekday,523,546,95.8,More than 8 Hours
4319703577,30-04-2016,8221,2092,6,38,196,695,Moderate Activity,Low Very-Active,Weekend,490,516,95,More than 8 Hours
4319703577,01-05-2016,1251,1593,0,0,67,836,Low Activity,Low Very-Active,Weekend,484,500,96.8,More than 8 Hours
4319703577,02-05-2016,9261,2270,0,11,344,585,Moderate Activity,Low Very-Active,Weekday,478,506,94.5,6-8 Hours
4319703577,03-05-2016,9648,2235,8,26,287,669,Moderate Activity,Low Very-Active,Weekday,474,512,92.6,6-8 Hours
4319703577,04-05-2016,10429,2282,8,13,313,1106,High Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
4319703577,05-05-2016,13658,2530,27,34,328,957,High Activity,Moderate Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
4319703577,06-05-2016,9524,2266,6,11,314,692,Moderate Activity,Low Very-Active,Weekday,450,491,91.6,6-8 Hours
4319703577,07-05-2016,7937,2158,3,28,279,586,Moderate Activity,Low Very-Active,Weekend,507,530,95.7,More than 8 Hours
4319703577,08-05-2016,3672,1792,0,0,153,603,Low Activity,Low Very-Active,Weekend,602,638,94.4,More than 8 Hours
4319703577,09-05-2016,10378,2345,2,14,374,490,High Activity,Low Very-Active,Weekday,535,565,94.7,More than 8 Hours
4319703577,10-05-2016,9487,2260,3,12,329,555,Moderate Activity,Low Very-Active,Weekday,487,517,94.2,More than 8 Hours
4319703577,11-05-2016,9129,2232,3,18,311,574,Moderate Activity,Low Very-Active,Weekday,529,558,94.8,More than 8 Hours
4319703577,12-05-2016,17,257,0,0,2,0,Low Activity,Low Very-Active,Weekday,302,321,94.1,Less than 6 Hours
4388161847,12-04-2016,10122,2955,0,0,0,1440,High Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
4388161847,13-04-2016,10993,3092,1,14,150,1275,High Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
4388161847,14-04-2016,8863,2998,10,35,219,945,Moderate Activity,Moderate Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
4388161847,15-04-2016,8758,3066,0,0,299,837,Moderate Activity,Low Very-Active,Weekday,499,526,94.9,More than 8 Hours
4388161847,16-04-2016,6580,3073,6,9,253,609,Moderate Activity,Low Very-Active,Weekend,426,448,95.1,6-8 Hours
4388161847,17-04-2016,4660,2572,0,0,201,721,Low Activity,Low Very-Active,Weekend,619,641,96.6,More than 8 Hours
4388161847,18-04-2016,11009,3274,27,8,239,1017,High Activity,Moderate Very-Active,Weekday,99,104,95.2,Less than 6 Hours
4388161847,19-04-2016,10181,3015,20,16,249,704,High Activity,Moderate Very-Active,Weekday,329,338,97.3,Less than 6 Hours
4388161847,20-04-2016,10553,3083,19,42,228,696,High Activity,Moderate Very-Active,Weekday,421,451,93.3,6-8 Hours
